set	case	family	requested_seed	actual_seed	structural_skips	method	accepted	structural_admissible	selected_source	structural_baseline_selected	exact_oracle_partition	oracle_pair_recall	wrong_pair_count	fine_dimension	fine_tuples	coarse_dimension	coarse_tuples	coarse_dimension_ratio	tuple_reduction	two_level_tuple_complexity	compatible_diagonal_factor	compatible_energy_factor	baseline_map_condition	oracle_two_grid_condition	candidate_condition	oracle_improvement_recovered	pcg_iterations	pcg_converged	pcg_final_relative_residual	pcg_gramian_applications	pcg_preconditioner_applications	bootstrap_rounds	bootstrap_witnesses	repair_splits	candidate_pairs_generated	candidate_pairs_retained	retained_test_vector_bytes	retained_report_bytes_estimate	stop_reason
holdout	weight-dynamic-range-cover-519	weight-dynamic-range	519	519	0	oracle	false	true	oracle-reference	false	true	1.000000000000e0	0	36	72	18	36	5.000000000000e-1	5.000000000000e-1	1.500000000000e0	9.932865047054e-1	7.955047819596e-1	1.149089245954e6	NA	5.606336624557e5	NA	31	true	4.823668474890e-11	62	31	0	0	0	0	0	0	0	
holdout	weight-dynamic-range-cover-519	weight-dynamic-range	519	519	0	baseline-symmetric-map	true	true	baseline	false	false	0.000000000000e0	0	36	72	0	0	0.000000000000e0	0.000000000000e0	1.000000000000e0	NA	NA	1.149089245954e6	5.606336624557e5	1.149089245954e6	0.000000000000e0	60	true	3.785093762250e-12	120	60	0	0	0	0	0	0	0	baseline
holdout	weight-dynamic-range-cover-519	weight-dynamic-range	519	519	0	one-shot-pair-neighborhood	false	true	structural-baseline	false	false	0.000000000000e0	16	36	72	20	62	5.555555555556e-1	1.388888888889e-1	1.861111111111e0	9.678213515632e-1	8.545946622185e-1	1.149089245954e6	5.606336624557e5	2.045445074888e4	1.917960890941e0	28	true	3.072215228681e-11	56	28	0	0	0	0	0	0	0	
holdout	weight-dynamic-range-cover-519	weight-dynamic-range	519	519	0	bootstrap-initial	false	true	relaxed-signature-initial	false	false	1.111111111111e-1	15	36	72	19	62	5.277777777778e-1	1.388888888889e-1	1.861111111111e0	9.758977814911e-1	7.976516690918e-1	1.149089245954e6	5.606336624557e5	2.531941980358e5	1.522451435659e0	38	true	4.172811183579e-11	76	38	0	0	0	0	0	0	0	
holdout	weight-dynamic-range-cover-519	weight-dynamic-range	519	519	0	bootstrap-final	true	true	witness-split-repair	false	false	0.000000000000e0	12	36	72	24	69	6.666666666667e-1	4.166666666667e-2	1.958333333333e0	7.882317507530e-1	7.479145952169e-1	1.149089245954e6	5.606336624557e5	1.256416814620e5	1.739209539670e0	30	true	2.648886655859e-11	60	30	6	5	6	1181	841	2592	179312	AcceptedAfterSplitRepair { witnesses: 5, splits: 6 }
holdout	latin-square-cover-520	latin-square	520	520	0	oracle	false	true	oracle-reference	false	true	1.000000000000e0	0	36	72	18	36	5.000000000000e-1	5.000000000000e-1	1.500000000000e0	8.661340642041e-1	7.954019865307e-1	3.489441661733e0	NA	2.025360006504e0	NA	9	true	2.173023560220e-12	18	9	0	0	0	0	0	0	0	
holdout	latin-square-cover-520	latin-square	520	520	0	baseline-symmetric-map	true	true	baseline	false	false	0.000000000000e0	0	36	72	0	0	0.000000000000e0	0.000000000000e0	1.000000000000e0	NA	NA	3.489441661733e0	2.025360006504e0	3.489441661733e0	0.000000000000e0	12	true	4.200388152871e-11	24	12	0	0	0	0	0	0	0	baseline
holdout	latin-square-cover-520	latin-square	520	520	0	one-shot-pair-neighborhood	true	true	structural-baseline	false	false	0.000000000000e0	18	36	72	18	57	5.000000000000e-1	2.083333333333e-1	1.791666666667e0	7.219004186282e-1	6.976572436711e-1	3.489441661733e0	2.025360006504e0	1.525326605865e0	1.341533820093e0	7	true	4.009396544372e-11	14	7	0	0	0	0	0	0	0	
holdout	latin-square-cover-520	latin-square	520	520	0	bootstrap-initial	true	true	relaxed-signature-initial	false	false	0.000000000000e0	17	36	72	19	69	5.277777777778e-1	4.166666666667e-2	1.958333333333e0	6.821467768965e-1	6.704859899002e-1	3.489441661733e0	2.025360006504e0	1.640459918486e0	1.262895233092e0	7	true	6.238664887157e-11	14	7	0	0	0	0	0	0	0	
holdout	latin-square-cover-520	latin-square	520	520	0	bootstrap-final	true	true	relaxed-signature-initial	false	false	0.000000000000e0	17	36	72	19	69	5.277777777778e-1	4.166666666667e-2	1.958333333333e0	6.821467768965e-1	6.704859899002e-1	3.489441661733e0	2.025360006504e0	1.640459918486e0	1.262895233092e0	7	true	6.238664887157e-11	14	7	1	0	0	193	190	1152	25616	AcceptedInitial
holdout	tensor-grid-cover-521	tensor-grid	521	521	0	oracle	true	true	oracle-reference	false	true	1.000000000000e0	0	24	120	12	60	5.000000000000e-1	5.000000000000e-1	1.500000000000e0	7.759987810498e-1	7.583476900718e-1	1.500460026003e0	NA	1.124654960499e0	NA	5	true	6.778156488094e-12	10	5	0	0	0	0	0	0	0	
holdout	tensor-grid-cover-521	tensor-grid	521	521	0	baseline-symmetric-map	true	true	baseline	false	false	0.000000000000e0	0	24	120	0	0	0.000000000000e0	0.000000000000e0	1.000000000000e0	NA	NA	1.500460026003e0	1.124654960499e0	1.500460026003e0	0.000000000000e0	7	true	5.284907835201e-11	14	7	0	0	0	0	0	0	0	baseline
holdout	tensor-grid-cover-521	tensor-grid	521	521	0	one-shot-pair-neighborhood	true	true	structural-baseline	false	false	5.000000000000e-1	6	24	120	12	58	5.000000000000e-1	5.166666666667e-1	1.483333333333e0	7.554568544554e-1	7.382696896032e-1	1.500460026003e0	1.124654960499e0	1.116527206395e0	1.021627579961e0	5	true	6.131996037631e-13	10	5	0	0	0	0	0	0	0	
holdout	tensor-grid-cover-521	tensor-grid	521	521	0	bootstrap-initial	true	true	relaxed-signature-initial	false	false	1.666666666667e-1	10	24	120	12	54	5.000000000000e-1	5.500000000000e-1	1.450000000000e0	6.008950767791e-1	5.927078052345e-1	1.500460026003e0	1.124654960499e0	1.088256210056e0	1.096855401334e0	5	true	1.052139785701e-13	10	5	0	0	0	0	0	0	0	
holdout	tensor-grid-cover-521	tensor-grid	521	521	0	bootstrap-final	true	true	relaxed-signature-initial	false	false	1.666666666667e-1	10	24	120	12	54	5.000000000000e-1	5.500000000000e-1	1.450000000000e0	6.008950767791e-1	5.927078052345e-1	1.500460026003e0	1.124654960499e0	1.088256210056e0	1.096855401334e0	5	true	1.052139785701e-13	10	5	1	0	0	88	88	768	23312	AcceptedInitial
